Scheme Name,URL,Benefits
"Scholarship Under Horticulture","https://www.myscheme.gov.in/schemes/suh","Benefits
Benefits
Financial Assistance: The scholarship schemes provide financial assistance to students belonging to economically weaker sections of society, meritorious students, and students from disadvantaged communities. The scholarships cover tuition fees, maintenance allowance, and other incidental expenses, which help reduce the financial burden on the students and their families.
Encourages Higher Education: The scholarship schemes encourage students to pursue higher education in horticulture and related fields. This helps in the overall development of the horticulture sector in Nagaland and contributes to the growth of the economy.
Merit-Based Awards: The merit-based scholarship schemes motivate students to perform well academically and excel in their studies. This helps in promoting a culture of academic excellence and competitiveness among the students.
Social Inclusion: The scholarship schemes promote social inclusion by providing financial assistance to students from disadvantaged communities and minority groups. This helps in promoting equality and creating opportunities for students from all backgrounds to pursue their education and career goals.
Recognition: The scholarship schemes provide recognition to students who have excelled in their studies and are pursuing horticulture studies at the undergraduate or postgraduate level. This helps in boosting the confidence of the students and encourages them to continue their studies and research in the field of horticulture."
"State Pre-metric Scholarship For Disabled","https://www.myscheme.gov.in/schemes/spremsd","Benefits
Class: 1st to 4th
Rate of Scholarship (₹ per month): 100/-

Class: 5th to 7th
Rate of Scholarship (₹ per month): 150/-

Class: 8th to 10th
Rate of Scholarship (₹ per month): 200/-

Class: Mentally Retarded and Mentally Ill (up to the age of 18 years)
Rate of Scholarship (₹ per month): 150/-

Class: For disabled trainees in the workshop
Rate of Scholarship (₹ per month): 300/-"
"Dr. Panjabrao Deshmukh Hostel Maintenance Allowance","https://www.myscheme.gov.in/schemes/drpdhma","Benefits
1. Hostel maintenance allowance for students with annual income less than 8,00,000: Rs.3000 per year for Mumbai, Pune, Nagpur, and Aurangabad and Rs.2000 per year for other locations. (for 10 months in an academic year).
2. Hostel maintenance allowance for students whose parents are Aplabhudharak shetkari/Registered Labourers: Rs.30,000 per year for Mumbai, Pune, Nagpur, and Aurangabad and Rs.20,000 per year for other locations(for 10 months in an academic year)."
"Rythu Bima Scheme","https://www.myscheme.gov.in/schemes/rythu-bima","Benefits
The Rythu Bima Scheme of Telangana offers several benefits to farmers and their families:

Beneficiaries: Farmers in the state of Telangana are eligible to apply for the Rythu Bima Scheme.

Financial assistance in case of death or disability: The scheme provides financial assistance of Rs. 5 lakhs to the families of farmers who have registered for the scheme and paid the premium, in case of their death or permanent disability due to an accident or any other natural calamity.
Coverage for all farmers: The scheme covers all farmers between the ages of 18 and 60 years, including tenant farmers, and the premium is subsidized by the government.
Affordable premium: The premium amount is Rs. 1,200 per annum for each farmer, of which Rs. 900 is paid by the government and the remaining Rs. 300 is paid by the farmer, making it an affordable option for farmers.
Hassle-free claim settlement: The scheme is being implemented through the Life Insurance Corporation of India (LIC) and the claims will be settled within 10 days of the receipt of the claim, making the process hassle-free for the beneficiaries.
Peace of mind: The scheme provides farmers and their families with peace of mind and reduces their financial burden in case of their untimely demise or disability.
Premium: The premium for the scheme is 2% of the sum insured for non-loanee farmers and 1% of the sum insured for loanee farmers. The government of Telangana provides a subsidy of 75% of the total premium amount for all farmers.
Sum insured: The sum insured under the scheme is based on the value of the crop and the area cultivated. The minimum sum insured is Rs. 5,000 per acre, and the maximum sum insured is Rs. 1,50,000 per acre.
Coverage: The Rythu Bima Scheme covers crops such as paddy, cotton, maize, chilies, turmeric, and other vegetables and fruits.
Claims: In case of crop damage, the farmer can claim compensation equal to the sum insured. The claim process is simple, and the payment is made directly to the farmer's bank account.

The farmer's Group Life Insurance Scheme ensures financial security and relief to the bereaved members of the farmer’s family. Farmers in the age group of 18 to 59 years are eligible for enrollment under the scheme. The entire premium is paid by the government to the Life Insurance Corporation of India (The largest public sector PSU for Insurance in India).In the event of the death of the enrolled farmer due to any cause including natural death, the insured amount of 5.00 Lakhs INR (Approx. USD 6928) is deposited into the designated nominee account within (10) days."
"Nekar Samman Yojana","https://www.myscheme.gov.in/schemes/nsy","Benefits
Benefits
The assistance of Rs.2000/- is transferred to the beneficiaries through the mode of Direct Benefit Transfer (DBT) mode
Financial assistance to registered handloom weavers under the “Nekara Samman Yojana” has been increased from Rs 2,000 to Rs 5,000 as per the budget for 2022-23."
"Solar Power Subsidy Scheme","https://www.myscheme.gov.in/schemes/spss-goa","Benefits
All Units operating in Goa running on 100% solar energy will be eligible for a reimbursement of 10% of their capital cost of the installation of Solar Power Generation Unit subject to a maximum subsidy of ₹ 50,00,000.
NOTE 1: The benefits under this scheme are subject to budgetary allocation. No Promissory Estoppel shall be applicable if benefits are discontinued in case the allocation is exceeded.
NOTE 2: Only expenditure incurred during the operation of the Policy will be eligible for the rebate."
"Amended Technology Upgradation Fund","https://www.myscheme.gov.in/schemes/atuf","Benefits
The eligible individual entities (not units) are entitled to get reimbursement of the Capital Investment Subsidy (CIS) according to the below rates:

Weaving using new looms that are shuttle-less processing silk, handloom, and jute (includes weaving and knitting preparatory) at the rate of CIS 10% subject to the upper limit of Rs.20 crore
Technical textiles and garments at the rate of CIS 15% subject to the upper limit of Rs.30 crore.
Multiple composite units/segments where the capital investment for technical textiles and garments is less than 50% of the project cost at the rate of CIS 10% subject to the upper limit of Rs.20 crore.
Multiple composite units/segments where the capital investment for technical textiles and garments exceeds 50% of the project cost at the rate of CIS 15% subject to the upper limit of Rs.30 crore."
"Scheme For Study In Abroad","https://www.myscheme.gov.in/schemes/sfsa","Benefits
A maximum of Rs. 30,000 for coaching and up to Rs.50,000 for registration for SAT (Scholastic Aptitude Test) examination will be borne by the state government per student on the basis of actual expenditure.
An amount of Rs. 25 thousand will be given to each girl student for submitting an application form for admission to a foreign university. 
After the acceptance of the application by the foreign university, full accommodation facility of the university will be given and the economy class fare will also be provided to meet the parent once a year 
 A maximum amount of up to Rs.10.00 lakh per year will be spent on all the items on each student in the 4-year course."
"Internship Scheme Of The Ministry Of Labour & Employment","https://www.myscheme.gov.in/schemes/ismole","Benefits
Stipend
The Interns will be paid a stipend @ ₹ 8,000/- per month for the period of internship on certification from the Officer, which the Intern is attached to.

Logistic Support
Ministry of Labour & Employment shall provide them with working space and computer with internet facility and other necessities as deemed fit by the concerned Heads.

Certificate of Internship
Certificates will be issued to the interns on satisfactory completion of their internship and on submission of their Report/Paper and its evaluation by the concerned."
"The Meghalaya Victim Compensation Scheme, 2022","https://www.myscheme.gov.in/schemes/tmvcs","Benefits
1. Particular of Loss or Injury: Loss of Life
    Age Limit (if any): Age 40 years or below 40 years; Compensation (in ₹): 10,00,000

2. Particular of Loss or Injury: Loss of Life
    Age Limit (if any): Age above 40 years and up to 60 years; Compensation (in ₹): 7,00,000

3. Particular of Loss or Injury: Loss of Life
    Age Limit (if any): Age above 60 years; Compensation (in ₹): 5,00,000

4. Particular of Loss or Injury: Gang Rape
    Age Limit (if any): NA; Compensation (in ₹): Minimum 5,00,000 and Maximum 10,00,000.

5. Particular of Loss or Injury: Rape
    Age Limit (if any): NA; Compensation (in ₹): Minimum 4,00,000 and Maximum 7,00,000.

6. Particular of Loss or Injury: Unnatural Sexual Assault
    Age Limit (if any): NA; Compensation (in ₹): Minimum 4,00,000 and Maximum 7,00,000.

7. Particular of Loss or Injury: Loss of any Limb or part of body resulting in 80% permanent disability of above.
    Age Limit (if any): Age 40 years or below 40 years; Compensation (in ₹): 5,00,000

8. Particular of Loss or Injury: Loss of any Limb or part of body resulting in 80% permanent disability of above.
    Age Limit (if any): Age of 41 years and up to 59 years; Compensation (in ₹): 3,00,000

9. Particular of Loss or Injury: Loss of any Limb or part of body resulting in 80% permanent disability of above.
    Age Limit (if any): Age 60 years and above; Compensation (in ₹): 2,00,000

10. Particular of Loss or Injury: Loss of any Limb or part of body resulting in 40% and below 80% permanent disability
     Age Limit (if any): 40 years or below 40 years; Compensation (in ₹): 4,00,000

11. Particular of Loss or Injury: Loss of any Limb or part of body resulting in 40% and below 80% permanent disability
     Age Limit (if any): Age of 41 years and up to 59 years; Compensation (in ₹): 3,00,000

12. Particular of Loss or Injury: Loss of any Limb or part of body resulting in 40% and below 80% permanent disability
     Age Limit (if any): Age 60 years and above; Compensation (in ₹): 2,00,000

13. Particular of Loss or Injury: Loss of any Limb or part of body resulting in above 20% and below 40% permanent disability
     Age Limit (if any): Age 40 years or below 40 years; Compensation (in ₹): 3,00,000


14. Particular of Loss or Injury: Loss of any Limb or part of body resulting in above 20% and below 40% permanent disability
     Age Limit (if any): Age of 41 years and up to 59 years; Compensation (in ₹): 2,00,000

15. Particular of Loss or Injury: Loss of any Limb or part of body resulting in above 20% and below 40% permanent disability
     Age Limit (if any): Age 60 years and above; Compensation (in ₹): 1,00,000

16. Particular of Loss or Injury: Loss of any limb or part of body resulting in below 20% permanent disability.
     Age Limit (if any): Age 40 years or below 40 years; Compensation (in ₹): 2,00,000

17. Particular of Loss or Injury: Loss of any limb or part of body resulting in below 20% permanent disability.
     Age Limit (if any): Age of 41 years and up to 59 years; Compensation (in ₹): 1,50,000

18. Particular of Loss or Injury: Loss of any limb or part of body resulting in below 20% permanent disability.
     Age Limit (if any): Age 60 years and above; Compensation (in ₹): 1,00,000
 19. Particular of Loss or Injury: Grievous physical injury or any mental injury requiring rehabilitation
     Age Limit (if any): NA; Compensation (in ₹): Minimum 1,00,000 and Maximum 2,00,000

20. Particular of Loss or Injury: Loss of Foetus i.e., Miscarriage as a result of Assault or loss of fertility.
      Age Limit (if any): NA; Compensation (in ₹): Minimum 2,00,000 and Maximum 3,00,000

21. Particular of Loss or Injury: In case of pregnancy on account of rape
      Age Limit (if any): NA; Compensation (in ₹): Minimum 3,00,000 and Maximum 4,00,000

22. Particular of Loss or Injury: Victims of Burning: In case of disfigurement of case
      Age Limit (if any): NA; Compensation (in ₹): Minimum 7,00,000 and Maximum 8,00,000

23. Particular of Loss or Injury: Victims of Burning: In case of more than 50%
      Age Limit (if any): NA; Compensation (in ₹): Minimum 5,00,000 and Maximum 8,00,000

24. Particular of Loss or Injury: Victims of Burning: In case of injury less than 50%
      Age Limit (if any): NA; Compensation (in ₹): Minimum 3,00,000 and Maximum 7,00,000

25. Particular of Loss or Injury: Victims of Burning: In case of less than 20%
      Age Limit (if any): NA; Compensation (in ₹): Minimum 2,00,000 and Maximum 3,00,000

26. Particular of Loss or Injury: Victims of Acid Attack: In case of disfigurement of face.
      Age Limit (if any): NA; Compensation (in ₹): Minimum 7,00,000 and Maximum 8,00,000

27. Particular of Loss or Injury: Victims of Acid Attack: In case of injury more than 50%
      Age Limit (if any): NA; Compensation (in ₹): Minimum 5,00,000 and Maximum 8,00,000

28. Particular of Loss or Injury: Victims of Acid Attack: In case of injury less than 50%
      Age Limit (if any): NA; Compensation (in ₹): Minimum 3,00,000 and Maximum 5,00,000

29. Particular of Loss or Injury: Victims of Acid Attack: In case of injury less than 20%
      Age Limit (if any): NA; Compensation (in ₹): Minimum 3,00,000 and Maximum 4,00,000

30. Particular of Loss or Injury: Physical abuse of minor
      Age Limit (if any): NA; Compensation (in ₹): 2,00,000

31. Particular of Loss or Injury: Rehabilitation of victims of Human Trafficking
      Age Limit (if any): NA; Compensation (in ₹): 1,00,000

32. Particular of Loss or Injury: Sexual assault (excluding rape)
      Age Limit (if any): NA; Compensation (in ₹): 2,00,000

33. Particular of Loss or Injury: Women victim of cross border firing: Dead or permanent disability (80% or more)
      Age Limit (if any): NA; Compensation (in ₹): 2,00,000

34. Particular of Loss or Injury: Women victim of cross border firing: Partial disability (40% to 80%)
     Age Limit (if any): NA
Compensation (in ₹): 1,00,000

35. Particular of Loss or Injury: Women victim of cross border firing: Below 40%
     Age Limit (if any): NA; Compensation (in ₹): 50.000/-"
